,RunId,iteration,Step,reproduce_prob,growback_factor,SsAgent
0,0,0,0,0.0,2.5,100
1,0,0,1,0.0,2.5,100
2,0,0,2,0.0,2.5,100
3,0,0,3,0.0,2.5,100
4,0,0,4,0.0,2.5,95
5,0,0,5,0.0,2.5,90
6,0,0,6,0.0,2.5,88
7,0,0,7,0.0,2.5,85
8,0,0,8,0.0,2.5,84
9,0,0,9,0.0,2.5,78
10,0,0,10,0.0,2.5,75
11,0,0,11,0.0,2.5,74
12,0,0,12,0.0,2.5,69
13,0,0,13,0.0,2.5,66
14,0,0,14,0.0,2.5,64
15,0,0,15,0.0,2.5,61
16,0,0,16,0.0,2.5,60
17,0,0,17,0.0,2.5,60
18,0,0,18,0.0,2.5,59
19,0,0,19,0.0,2.5,58
20,0,0,20,0.0,2.5,58
21,0,0,21,0.0,2.5,57
22,0,0,22,0.0,2.5,55
23,0,0,23,0.0,2.5,52
24,0,0,24,0.0,2.5,52
25,0,0,25,0.0,2.5,52
26,0,0,26,0.0,2.5,52
27,0,0,27,0.0,2.5,52
28,0,0,28,0.0,2.5,52
29,0,0,29,0.0,2.5,52
30,0,0,30,0.0,2.5,52
31,0,0,31,0.0,2.5,52
32,0,0,32,0.0,2.5,52
33,0,0,33,0.0,2.5,52
34,0,0,34,0.0,2.5,52
35,0,0,35,0.0,2.5,52
36,0,0,36,0.0,2.5,52
37,0,0,37,0.0,2.5,52
38,0,0,38,0.0,2.5,52
39,0,0,39,0.0,2.5,52
40,0,0,40,0.0,2.5,52
41,0,0,41,0.0,2.5,52
42,0,0,42,0.0,2.5,52
43,0,0,43,0.0,2.5,52
44,0,0,44,0.0,2.5,52
45,0,0,45,0.0,2.5,52
46,0,0,46,0.0,2.5,52
47,0,0,47,0.0,2.5,52
48,0,0,48,0.0,2.5,52
49,0,0,49,0.0,2.5,52
50,0,0,50,0.0,2.5,52
51,0,0,51,0.0,2.5,52
52,0,0,52,0.0,2.5,52
53,0,0,53,0.0,2.5,52
54,0,0,54,0.0,2.5,52
55,0,0,55,0.0,2.5,52
56,0,0,56,0.0,2.5,52
57,0,0,57,0.0,2.5,52
58,0,0,58,0.0,2.5,52
59,0,0,59,0.0,2.5,52
60,0,0,60,0.0,2.5,52
61,0,0,61,0.0,2.5,52
62,0,0,62,0.0,2.5,52
63,0,0,63,0.0,2.5,52
64,0,0,64,0.0,2.5,52
65,0,0,65,0.0,2.5,52
66,0,0,66,0.0,2.5,52
67,0,0,67,0.0,2.5,52
68,0,0,68,0.0,2.5,52
69,0,0,69,0.0,2.5,52
70,0,0,70,0.0,2.5,52
71,0,0,71,0.0,2.5,52
72,0,0,72,0.0,2.5,52
73,0,0,73,0.0,2.5,52
74,0,0,74,0.0,2.5,52
75,0,0,75,0.0,2.5,52
76,0,0,76,0.0,2.5,52
77,0,0,77,0.0,2.5,52
78,0,0,78,0.0,2.5,52
79,0,0,79,0.0,2.5,52
80,0,0,80,0.0,2.5,52
81,0,0,81,0.0,2.5,52
82,0,0,82,0.0,2.5,52
83,0,0,83,0.0,2.5,52
84,0,0,84,0.0,2.5,52
85,0,0,85,0.0,2.5,52
86,0,0,86,0.0,2.5,52
87,0,0,87,0.0,2.5,52
88,0,0,88,0.0,2.5,52
89,0,0,89,0.0,2.5,52
90,0,0,90,0.0,2.5,52
91,0,0,91,0.0,2.5,52
92,0,0,92,0.0,2.5,52
93,0,0,93,0.0,2.5,52
94,0,0,94,0.0,2.5,52
95,0,0,95,0.0,2.5,52
96,0,0,96,0.0,2.5,52
97,0,0,97,0.0,2.5,52
98,0,0,98,0.0,2.5,52
99,0,0,99,0.0,2.5,52
100,0,0,100,0.0,2.5,52
101,1,1,0,0.0,2.5,100
102,1,1,1,0.0,2.5,100
103,1,1,2,0.0,2.5,100
104,1,1,3,0.0,2.5,100
105,1,1,4,0.0,2.5,97
106,1,1,5,0.0,2.5,95
107,1,1,6,0.0,2.5,94
108,1,1,7,0.0,2.5,86
109,1,1,8,0.0,2.5,82
110,1,1,9,0.0,2.5,79
111,1,1,10,0.0,2.5,76
112,1,1,11,0.0,2.5,72
113,1,1,12,0.0,2.5,69
114,1,1,13,0.0,2.5,66
115,1,1,14,0.0,2.5,64
116,1,1,15,0.0,2.5,63
117,1,1,16,0.0,2.5,62
118,1,1,17,0.0,2.5,62
119,1,1,18,0.0,2.5,62
120,1,1,19,0.0,2.5,62
121,1,1,20,0.0,2.5,62
122,1,1,21,0.0,2.5,62
123,1,1,22,0.0,2.5,62
124,1,1,23,0.0,2.5,61
125,1,1,24,0.0,2.5,61
126,1,1,25,0.0,2.5,60
127,1,1,26,0.0,2.5,60
128,1,1,27,0.0,2.5,60
129,1,1,28,0.0,2.5,60
130,1,1,29,0.0,2.5,60
131,1,1,30,0.0,2.5,60
132,1,1,31,0.0,2.5,60
133,1,1,32,0.0,2.5,60
134,1,1,33,0.0,2.5,60
135,1,1,34,0.0,2.5,60
136,1,1,35,0.0,2.5,60
137,1,1,36,0.0,2.5,60
138,1,1,37,0.0,2.5,60
139,1,1,38,0.0,2.5,60
140,1,1,39,0.0,2.5,60
141,1,1,40,0.0,2.5,60
142,1,1,41,0.0,2.5,60
143,1,1,42,0.0,2.5,60
144,1,1,43,0.0,2.5,60
145,1,1,44,0.0,2.5,60
146,1,1,45,0.0,2.5,60
147,1,1,46,0.0,2.5,60
148,1,1,47,0.0,2.5,60
149,1,1,48,0.0,2.5,60
150,1,1,49,0.0,2.5,60
151,1,1,50,0.0,2.5,60
152,1,1,51,0.0,2.5,60
153,1,1,52,0.0,2.5,60
154,1,1,53,0.0,2.5,60
155,1,1,54,0.0,2.5,60
156,1,1,55,0.0,2.5,60
157,1,1,56,0.0,2.5,60
158,1,1,57,0.0,2.5,60
159,1,1,58,0.0,2.5,60
160,1,1,59,0.0,2.5,60
161,1,1,60,0.0,2.5,60
162,1,1,61,0.0,2.5,60
163,1,1,62,0.0,2.5,60
164,1,1,63,0.0,2.5,60
165,1,1,64,0.0,2.5,60
166,1,1,65,0.0,2.5,60
167,1,1,66,0.0,2.5,60
168,1,1,67,0.0,2.5,60
169,1,1,68,0.0,2.5,60
170,1,1,69,0.0,2.5,60
171,1,1,70,0.0,2.5,60
172,1,1,71,0.0,2.5,60
173,1,1,72,0.0,2.5,60
174,1,1,73,0.0,2.5,60
175,1,1,74,0.0,2.5,60
176,1,1,75,0.0,2.5,60
177,1,1,76,0.0,2.5,60
178,1,1,77,0.0,2.5,60
