,RunId,iteration,Step,reproduce_prob,growback_factor,SsAgent
0,0,0,100,0.0,0.15,46
1,1,0,100,0.0499999999999999,0.15,111
2,2,0,100,0.0999999999999999,0.15,120
3,3,0,100,0.15,0.15,86
4,4,0,100,0.1999999999999999,0.15,69
5,5,0,100,0.2499999999999999,0.15,105
6,6,0,100,0.3,0.15,170
7,7,0,16,0.3999999999999999,0.15,6
8,8,0,100,0.35,0.15,8
9,9,0,15,0.4499999999999999,0.15,5
10,10,0,12,0.4999999999999999,0.15,10
11,11,0,69,0.5499999999999999,0.15,16
12,12,0,100,0.6,0.15,203
13,13,1,100,0.0,0.15,45
14,14,1,100,0.0499999999999999,0.15,114
15,15,1,100,0.0999999999999999,0.15,97
16,16,1,100,0.15,0.15,75
17,17,1,100,0.1999999999999999,0.15,64
18,18,1,100,0.2499999999999999,0.15,228
19,19,1,100,0.3,0.15,103
20,20,1,14,0.3999999999999999,0.15,13
21,21,1,100,0.35,0.15,129
22,22,1,14,0.4999999999999999,0.15,5
23,23,1,14,0.5499999999999999,0.15,5
24,24,1,100,0.4499999999999999,0.15,120
25,25,1,14,0.6,0.15,3
26,26,2,100,0.0,0.15,45
27,27,2,100,0.0499999999999999,0.15,91
28,28,2,100,0.0999999999999999,0.15,99
29,29,2,100,0.15,0.15,76
30,30,2,100,0.1999999999999999,0.15,54
31,31,2,100,0.2499999999999999,0.15,73
32,32,2,100,0.3,0.15,58
33,33,2,16,0.3999999999999999,0.15,3
34,34,2,100,0.35,0.15,70
35,35,2,100,0.4499999999999999,0.15,28
36,36,2,53,0.4999999999999999,0.15,53
37,37,2,17,0.5499999999999999,0.15,2
38,38,2,14,0.6,0.15,9
39,39,3,100,0.0,0.15,47
40,40,3,100,0.0499999999999999,0.15,93
41,41,3,100,0.0999999999999999,0.15,116
42,42,3,100,0.15,0.15,93
43,43,3,100,0.1999999999999999,0.15,69
44,44,3,100,0.2499999999999999,0.15,96
45,45,3,100,0.3,0.15,76
46,46,3,15,0.3999999999999999,0.15,4
47,47,3,100,0.35,0.15,161
48,48,3,16,0.4499999999999999,0.15,6
49,49,3,100,0.5499999999999999,0.15,67
50,50,3,12,0.6,0.15,14
51,51,3,77,0.4999999999999999,0.15,11
52,52,4,100,0.0,0.15,41
53,53,4,100,0.0499999999999999,0.15,124
54,54,4,100,0.0999999999999999,0.15,105
55,55,4,100,0.15,0.15,127
56,56,4,100,0.1999999999999999,0.15,81
57,57,4,100,0.2499999999999999,0.15,86
58,58,4,100,0.3,0.15,54
59,59,4,14,0.3999999999999999,0.15,4
60,60,4,100,0.35,0.15,51
61,61,4,13,0.4999999999999999,0.15,18
62,62,4,100,0.4499999999999999,0.15,60
63,63,4,12,0.6,0.15,6
64,64,4,100,0.5499999999999999,0.15,75
65,65,5,100,0.0,0.15,44
66,66,5,100,0.0499999999999999,0.15,108
67,67,5,100,0.0999999999999999,0.15,99
68,68,5,100,0.1999999999999999,0.15,86
69,69,5,100,0.15,0.15,87
70,70,5,100,0.3,0.15,46
