,RunId,iteration,Step,reproduce_prob,growback_factor,SsAgent
0,0,0,0,0.05,0.15,100
1,0,0,1,0.05,0.15,100
2,0,0,2,0.05,0.15,102
3,0,0,3,0.05,0.15,110
4,0,0,4,0.05,0.15,106
5,0,0,5,0.05,0.15,102
6,0,0,6,0.05,0.15,102
7,0,0,7,0.05,0.15,100
8,0,0,8,0.05,0.15,101
9,0,0,9,0.05,0.15,98
10,0,0,10,0.05,0.15,99
11,0,0,11,0.05,0.15,105
12,0,0,12,0.05,0.15,108
13,0,0,13,0.05,0.15,107
14,0,0,14,0.05,0.15,112
15,0,0,15,0.05,0.15,114
16,0,0,16,0.05,0.15,112
17,0,0,17,0.05,0.15,116
18,0,0,18,0.05,0.15,115
19,0,0,19,0.05,0.15,114
20,0,0,20,0.05,0.15,119
21,0,0,21,0.05,0.15,117
22,0,0,22,0.05,0.15,114
23,0,0,23,0.05,0.15,117
24,0,0,24,0.05,0.15,117
25,0,0,25,0.05,0.15,122
26,0,0,26,0.05,0.15,121
27,0,0,27,0.05,0.15,115
28,0,0,28,0.05,0.15,118
29,0,0,29,0.05,0.15,119
30,0,0,30,0.05,0.15,116
31,0,0,31,0.05,0.15,117
32,0,0,32,0.05,0.15,117
33,0,0,33,0.05,0.15,117
34,0,0,34,0.05,0.15,123
35,0,0,35,0.05,0.15,117
36,0,0,36,0.05,0.15,112
37,0,0,37,0.05,0.15,111
38,0,0,38,0.05,0.15,113
39,0,0,39,0.05,0.15,113
40,0,0,40,0.05,0.15,112
41,0,0,41,0.05,0.15,105
42,0,0,42,0.05,0.15,106
43,0,0,43,0.05,0.15,106
44,0,0,44,0.05,0.15,108
45,0,0,45,0.05,0.15,113
46,0,0,46,0.05,0.15,111
47,0,0,47,0.05,0.15,110
48,0,0,48,0.05,0.15,111
49,0,0,49,0.05,0.15,110
50,0,0,50,0.05,0.15,107
51,0,0,51,0.05,0.15,104
52,0,0,52,0.05,0.15,101
53,0,0,53,0.05,0.15,101
54,0,0,54,0.05,0.15,104
55,0,0,55,0.05,0.15,110
56,0,0,56,0.05,0.15,111
57,0,0,57,0.05,0.15,111
58,0,0,58,0.05,0.15,112
59,0,0,59,0.05,0.15,111
60,0,0,60,0.05,0.15,116
61,0,0,61,0.05,0.15,116
62,0,0,62,0.05,0.15,116
63,0,0,63,0.05,0.15,112
64,0,0,64,0.05,0.15,113
65,0,0,65,0.05,0.15,112
66,0,0,66,0.05,0.15,105
67,0,0,67,0.05,0.15,102
68,0,0,68,0.05,0.15,101
69,0,0,69,0.05,0.15,99
70,0,0,70,0.05,0.15,101
71,0,0,71,0.05,0.15,101
72,0,0,72,0.05,0.15,103
73,0,0,73,0.05,0.15,101
74,0,0,74,0.05,0.15,101
75,0,0,75,0.05,0.15,99
76,0,0,76,0.05,0.15,98
77,0,0,77,0.05,0.15,97
78,0,0,78,0.05,0.15,98
79,0,0,79,0.05,0.15,101
80,0,0,80,0.05,0.15,100
81,0,0,81,0.05,0.15,104
82,0,0,82,0.05,0.15,106
83,0,0,83,0.05,0.15,102
84,0,0,84,0.05,0.15,104
85,0,0,85,0.05,0.15,106
86,0,0,86,0.05,0.15,111
87,0,0,87,0.05,0.15,112
88,0,0,88,0.05,0.15,113
89,0,0,89,0.05,0.15,110
90,0,0,90,0.05,0.15,107
91,0,0,91,0.05,0.15,109
92,0,0,92,0.05,0.15,105
93,0,0,93,0.05,0.15,108
94,0,0,94,0.05,0.15,110
95,0,0,95,0.05,0.15,110
96,0,0,96,0.05,0.15,111
97,0,0,97,0.05,0.15,107
98,0,0,98,0.05,0.15,105
99,0,0,99,0.05,0.15,104
100,0,0,100,0.05,0.15,105
101,1,1,0,0.05,0.15,100
102,1,1,1,0.05,0.15,100
103,1,1,2,0.05,0.15,107
104,1,1,3,0.05,0.15,111
105,1,1,4,0.05,0.15,114
106,1,1,5,0.05,0.15,109
107,1,1,6,0.05,0.15,111
108,1,1,7,0.05,0.15,109
109,1,1,8,0.05,0.15,109
110,1,1,9,0.05,0.15,110
111,1,1,10,0.05,0.15,114
112,1,1,11,0.05,0.15,119
113,1,1,12,0.05,0.15,121
114,1,1,13,0.05,0.15,124
115,1,1,14,0.05,0.15,129
116,1,1,15,0.05,0.15,125
117,1,1,16,0.05,0.15,122
118,1,1,17,0.05,0.15,123
119,1,1,18,0.05,0.15,125
120,1,1,19,0.05,0.15,131
121,1,1,20,0.05,0.15,127
122,1,1,21,0.05,0.15,118
123,1,1,22,0.05,0.15,121
124,1,1,23,0.05,0.15,121
125,1,1,24,0.05,0.15,119
126,1,1,25,0.05,0.15,114
127,1,1,26,0.05,0.15,113
128,1,1,27,0.05,0.15,112
129,1,1,28,0.05,0.15,109
130,1,1,29,0.05,0.15,110
131,1,1,30,0.05,0.15,108
132,1,1,31,0.05,0.15,108
133,1,1,32,0.05,0.15,109
134,1,1,33,0.05,0.15,110
135,1,1,34,0.05,0.15,109
136,1,1,35,0.05,0.15,113
137,1,1,36,0.05,0.15,115
138,1,1,37,0.05,0.15,118
139,1,1,38,0.05,0.15,116
140,1,1,39,0.05,0.15,115
141,1,1,40,0.05,0.15,117
142,1,1,41,0.05,0.15,117
143,1,1,42,0.05,0.15,117
144,1,1,43,0.05,0.15,111
145,1,1,44,0.05,0.15,109
146,1,1,45,0.05,0.15,114
147,1,1,46,0.05,0.15,114
148,1,1,47,0.05,0.15,115
149,1,1,48,0.05,0.15,115
150,1,1,49,0.05,0.15,114
151,1,1,50,0.05,0.15,118
152,1,1,51,0.05,0.15,119
153,1,1,52,0.05,0.15,119
154,1,1,53,0.05,0.15,119
155,1,1,54,0.05,0.15,119
156,1,1,55,0.05,0.15,122
157,1,1,56,0.05,0.15,123
158,1,1,57,0.05,0.15,116
159,1,1,58,0.05,0.15,113
160,1,1,59,0.05,0.15,113
161,1,1,60,0.05,0.15,119
162,1,1,61,0.05,0.15,119
163,1,1,62,0.05,0.15,119
164,1,1,63,0.05,0.15,120
165,1,1,64,0.05,0.15,123
166,1,1,65,0.05,0.15,119
167,1,1,66,0.05,0.15,113
168,1,1,67,0.05,0.15,110
169,1,1,68,0.05,0.15,110
170,1,1,69,0.05,0.15,110
171,1,1,70,0.05,0.15,103
172,1,1,71,0.05,0.15,102
173,1,1,72,0.05,0.15,99
174,1,1,73,0.05,0.15,95
175,1,1,74,0.05,0.15,99
176,1,1,75,0.05,0.15,97
177,1,1,76,0.05,0.15,96
178,1,1,77,0.05,0.15,98
179,1,1,78,0.05,0.15,99
180,1,1,79,0.05,0.15,106
181,1,1,80,0.05,0.15,110
182,1,1,81,0.05,0.15,97
183,1,1,82,0.05,0.15,97
184,1,1,83,0.05,0.15,100
185,1,1,84,0.05,0.15,104
186,1,1,85,0.05,0.15,109
187,1,1,86,0.05,0.15,106
188,1,1,87,0.05,0.15,107
189,1,1,88,0.05,0.15,107
190,1,1,89,0.05,0.15,111
191,1,1,90,0.05,0.15,113
192,1,1,91,0.05,0.15,112
193,1,1,92,0.05,0.15,112
194,1,1,93,0.05,0.15,108
195,1,1,94,0.05,0.15,113
196,1,1,95,0.05,0.15,116
197,1,1,96,0.05,0.15,114
198,1,1,97,0.05,0.15,113
199,1,1,98,0.05,0.15,111
200,1,1,99,0.05,0.15,109
201,1,1,100,0.05,0.15,114
