,RunId,iteration,Step,reproduce_prob,growback_factor,SsAgent
0,0,0,0,0.5,0.05,100
1,0,0,1,0.5,0.05,100
2,0,0,2,0.5,0.05,157
3,0,0,3,0.5,0.05,238
4,0,0,4,0.5,0.05,303
5,0,0,5,0.5,0.05,357
6,0,0,6,0.5,0.05,428
7,0,0,7,0.5,0.05,390
8,0,0,8,0.5,0.05,222
9,0,0,9,0.5,0.05,156
10,0,0,10,0.5,0.05,129
11,0,0,11,0.5,0.05,59
12,0,0,12,0.5,0.05,25
13,1,1,0,0.5,0.05,100
14,1,1,1,0.5,0.05,100
15,1,1,2,0.5,0.05,148
16,1,1,3,0.5,0.05,213
17,1,1,4,0.5,0.05,277
18,1,1,5,0.5,0.05,331
19,1,1,6,0.5,0.05,403
20,1,1,7,0.5,0.05,406
21,1,1,8,0.5,0.05,341
22,1,1,9,0.5,0.05,247
23,1,1,10,0.5,0.05,131
24,1,1,11,0.5,0.05,51
25,1,1,12,0.5,0.05,21
26,1,1,13,0.5,0.05,14
27,1,1,14,0.5,0.05,12
28,1,1,15,0.5,0.05,8
