,RunId,iteration,Step,reproduce_prob,growback_factor,Average,Oscillation
0,0,0,100,0.0,0.15,43.18,0.0
1,1,0,100,0.059090909090909,0.15,106.7,6.995713309196497
2,2,0,100,0.1181818181818181,0.15,97.8,18.684467131766677
3,3,0,100,0.1772727272727272,0.15,101.86,19.209560216981004
4,4,0,100,0.2363636363636363,0.15,97.6,23.639150520866544
5,5,0,100,0.2954545454545454,0.15,91.18,56.02915971067054
6,6,0,100,0.3545454545454545,0.15,94.44,46.30649794388524
7,7,0,15,0.4727272727272727,0.15,178.06666666666666,98.45144666299252
8,8,0,58,0.4136363636363636,0.15,57.08,71.98097579178565
9,9,0,13,0.5909090909090909,0.15,213.6153846153846,139.69124517451698
10,10,0,14,0.5318181818181819,0.15,194.07142857142856,125.57265208911352
11,11,0,13,0.65,0.15,203.69230769230768,134.66170876648684
12,12,1,100,0.0,0.15,48.02,0.0
13,13,1,100,0.059090909090909,0.15,107.7,6.823193743658347
14,14,1,100,0.1181818181818181,0.15,99.86,19.247883550442605
15,15,1,100,0.1772727272727272,0.15,97.26,30.508464138464397
16,16,1,100,0.2363636363636363,0.15,96.46,44.06523187499278
17,17,1,100,0.2954545454545454,0.15,86.5,56.664066004841246
18,18,1,100,0.3545454545454545,0.15,67.18,61.760760370527294
19,19,1,100,0.4136363636363636,0.15,86.46,91.1774196447801
20,20,1,99,0.4727272727272727,0.15,84.06,74.8691332428182
21,21,1,14,0.5909090909090909,0.15,185.64285714285717,112.82407856829168
22,22,1,13,0.65,0.15,210.84615384615384,127.97068491106712
23,23,1,74,0.5318181818181819,0.15,85.86,85.70502553179797
24,24,2,100,0.0,0.15,50.12,0.0
25,25,2,100,0.059090909090909,0.15,103.72,7.877073474703332
26,26,2,100,0.1181818181818181,0.15,98.74,15.769915746981406
27,27,2,100,0.1772727272727272,0.15,97.58,33.80262846861124
28,28,2,100,0.2363636363636363,0.15,90.68,50.675989636551606
29,29,2,100,0.2954545454545454,0.15,90.58,49.61321526778801
30,30,2,100,0.3545454545454545,0.15,95.68,59.2037222720526
31,31,2,100,0.4136363636363636,0.15,84.68,65.08748619206791
32,32,2,72,0.4727272727272727,0.15,84.7,67.60427583332655
33,33,2,14,0.5318181818181819,0.15,190.0,118.7714540289888
34,34,2,13,0.5909090909090909,0.15,204.0,140.67535590991622
35,35,2,12,0.65,0.15,228.25,119.2490864495306
36,36,3,100,0.0,0.15,51.04,0.0
37,37,3,100,0.059090909090909,0.15,106.58,11.264912295048836
38,38,3,100,0.1181818181818181,0.15,104.8,17.938958342533034
39,39,3,100,0.1772727272727272,0.15,102.62,35.365176908752844
40,40,3,100,0.2363636363636363,0.15,98.5,46.812648218775486
41,41,3,100,0.2954545454545454,0.15,98.36,47.04610807296231
42,42,3,100,0.3545454545454545,0.15,94.26,42.75664218023769
43,43,3,100,0.4136363636363636,0.15,75.1,62.65964692021306
44,44,3,100,0.4727272727272727,0.15,85.48,52.74505626994151
45,45,3,100,0.5318181818181819,0.15,78.86,80.50462366952522
46,46,3,46,0.5909090909090909,0.15,106.47826086956522,96.11755608544928
47,47,3,72,0.65,0.15,85.8,78.59965793036648
48,48,4,100,0.0,0.15,43.32,0.0
49,49,4,100,0.059090909090909,0.15,104.22,8.750205509783825
50,50,4,100,0.1181818181818181,0.15,99.8,17.13127998847748
51,51,4,100,0.1772727272727272,0.15,93.68,21.071716029907098
52,52,4,100,0.2363636363636363,0.15,92.16,50.26530376303004
53,53,4,18,0.3545454545454545,0.15,165.11111111111111,98.94635352082584
54,54,4,100,0.2954545454545454,0.15,81.0,57.10053193015484
55,55,4,100,0.4136363636363636,0.15,87.72,59.10537327750185
56,56,4,18,0.5318181818181819,0.15,155.61111111111111,116.96672425128004
57,57,4,79,0.4727272727272727,0.15,84.46,64.31808448963206
58,58,4,12,0.65,0.15,228.41666666666663,129.9715133326681
59,59,4,100,0.5909090909090909,0.15,77.9,82.48175345012835
60,60,5,100,0.0,0.15,46.38,0.0
61,61,5,100,0.059090909090909,0.15,107.7,6.960659201043711
62,62,5,100,0.1181818181818181,0.15,105.7,13.94943519303348
63,63,5,100,0.1772727272727272,0.15,100.4,23.55640517551819
64,64,5,100,0.2363636363636363,0.15,91.82,48.19510158787455
65,65,5,100,0.2954545454545454,0.15,96.72,44.60380355570983
66,66,5,100,0.3545454545454545,0.15,93.7,52.91329825397356
67,67,5,16,0.4136363636363636,0.15,170.5625,101.15685532733576
68,68,5,13,0.4727272727272727,0.15,199.69230769230768,109.86957705784828
69,69,5,15,0.5318181818181819,0.15,175.53333333333333,107.30233786963376
70,70,5,12,0.65,0.15,218.5,131.68494100485734
71,71,5,100,0.5909090909090909,0.15,46.48,51.75623047329907
72,72,6,100,0.0,0.15,54.28,0.0
73,73,6,100,0.059090909090909,0.15,106.8,9.271496663850344
74,74,6,100,0.1181818181818181,0.15,100.54,15.685459782927438
75,75,6,100,0.1772727272727272,0.15,91.34,20.068073856580572
76,76,6,100,0.2363636363636363,0.15,92.7,52.322750683677135
77,77,6,100,0.2954545454545454,0.15,85.72,50.01557666029371
78,78,6,18,0.4136363636363636,0.15,143.88888888888889,91.34634148082668
79,79,6,100,0.3545454545454545,0.15,83.74,59.56869442449107
80,80,6,17,0.5318181818181819,0.15,159.94117647058823,128.10189306334206
81,81,6,100,0.4727272727272727,0.15,79.54,65.66786769727128
82,82,6,11,0.65,0.15,244.9090909090909,111.33162158874
83,83,6,39,0.5909090909090909,0.15,121.07692307692308,118.22671803815898
84,84,7,100,0.0,0.15,46.94,0.0
85,85,7,100,0.059090909090909,0.15,107.2,11.458041317804058
86,86,7,100,0.1181818181818181,0.15,101.0,14.204891694309012
87,87,7,100,0.1772727272727272,0.15,98.32,24.39896303502568
88,88,7,100,0.2363636363636363,0.15,93.24,36.560488685661895
89,89,7,100,0.2954545454545454,0.15,86.48,65.24935035410206
90,90,7,100,0.4136363636363636,0.15,82.7,59.17124487113127
91,91,7,100,0.3545454545454545,0.15,86.64,77.5887855111714
92,92,7,13,0.5318181818181819,0.15,203.69230769230768,128.8129315157229
93,93,7,75,0.4727272727272727,0.15,85.36,73.64439924262815
94,94,7,100,0.5909090909090909,0.15,63.1,68.15322195661173
95,95,7,42,0.65,0.15,112.5,105.85377832371948
96,96,8,100,0.0,0.15,46.5,0.0
97,97,8,100,0.059090909090909,0.15,101.9,7.666169884561325
98,98,8,100,0.1181818181818181,0.15,102.3,13.895160227344778
99,99,8,100,0.1772727272727272,0.15,89.22,26.991950784775568
100,100,8,100,0.2363636363636363,0.15,93.74,51.61463401679411
101,101,8,100,0.2954545454545454,0.15,87.14,64.27942184693767
102,102,8,100,0.3545454545454545,0.15,88.14,64.54469260761906
103,103,8,100,0.4136363636363636,0.15,71.54,61.67381542503666
104,104,8,13,0.4727272727272727,0.15,218.0,105.36429890403626
105,105,8,100,0.5318181818181819,0.15,45.24,51.19549427388566
106,106,8,40,0.65,0.15,121.225,123.26448094158718
107,107,8,100,0.5909090909090909,0.15,82.24,72.72596387883492
108,108,9,100,0.0,0.15,46.0,0.0
109,109,9,100,0.059090909090909,0.15,104.56,9.77839816280839
110,110,9,100,0.1181818181818181,0.15,96.32,14.36794773907942
111,111,9,100,0.1772727272727272,0.15,99.58,23.582495727415157
112,112,9,100,0.2363636363636363,0.15,85.5,41.07331978459812
113,113,9,100,0.2954545454545454,0.15,89.1,51.86131804661933
114,114,9,100,0.3545454545454545,0.15,91.52,62.31998576375985
115,115,9,56,0.4727272727272727,0.15,67.98,69.56847672189711
116,116,9,12,0.5318181818181819,0.15,234.91666666666663,122.54903676549144
117,117,9,100,0.4136363636363636,0.15,58.88,64.98663218904628
118,118,9,10,0.5909090909090909,0.15,268.2,127.29611416137983
119,119,9,44,0.65,0.15,106.61363636363636,97.28643033113968
120,120,10,100,0.0,0.15,49.12,0.0
121,121,10,100,0.059090909090909,0.15,102.74,14.282327079247509
122,122,10,100,0.1181818181818181,0.15,99.36,13.166785959489642
123,123,10,100,0.1772727272727272,0.15,97.88,35.32697597511257
124,124,10,100,0.2363636363636363,0.15,98.2,28.206942290780116
125,125,10,100,0.2954545454545454,0.15,80.9,46.76346685420956
126,126,10,100,0.3545454545454545,0.15,86.86,53.16501587258011
127,127,10,13,0.4727272727272727,0.15,199.3846153846154,96.81737698294008
128,128,10,12,0.5318181818181819,0.15,224.25,116.1603936394468
129,129,10,99,0.4136363636363636,0.15,91.68,63.381486123416224
130,130,10,49,0.5909090909090909,0.15,97.9795918367347,90.07455469791908
131,131,10,12,0.65,0.15,218.25,132.33982636690584
132,132,11,100,0.0,0.15,48.14,0.0
133,133,11,100,0.059090909090909,0.15,109.1,8.151917748857016
134,134,11,100,0.1181818181818181,0.15,92.26,29.458934045788016
135,135,11,100,0.1772727272727272,0.15,96.74,30.614838417657744
136,136,11,100,0.2363636363636363,0.15,95.98,47.60487432598146
137,137,11,100,0.2954545454545454,0.15,85.72,46.483212650162606
138,138,11,17,0.4136363636363636,0.15,164.2941176470588,100.36863803009568
139,139,11,100,0.3545454545454545,0.15,78.24,87.91957945924426
140,140,11,13,0.5318181818181819,0.15,201.46153846153845,121.2579669550085
141,141,11,97,0.4727272727272727,0.15,83.78,70.20480838083688
142,142,11,13,0.65,0.15,211.0,151.7697693719736
143,143,11,67,0.5909090909090909,0.15,85.2,88.81398659265804
144,144,12,100,0.0,0.15,42.66,0.0
145,145,12,100,0.059090909090909,0.15,102.7,11.115165936398464
146,146,12,100,0.1181818181818181,0.15,95.4,16.26115961425308
147,147,12,100,0.1772727272727272,0.15,94.68,28.090054209541627
148,148,12,100,0.2363636363636363,0.15,94.84,46.74609181344552
149,149,12,100,0.2954545454545454,0.15,84.12,65.2258763388189
150,150,12,100,0.3545454545454545,0.15,89.94,54.63783554231897
151,151,12,13,0.4727272727272727,0.15,202.7692307692308,110.66519843706126
152,152,12,14,0.5318181818181819,0.15,182.3571428571429,110.6571129752954
153,153,12,12,0.5909090909090909,0.15,224.16666666666663,134.28355131746855
154,154,12,100,0.4136363636363636,0.15,71.46,64.33346189906148
155,155,12,12,0.65,0.15,228.33333333333331,151.42746524446903
156,156,13,100,0.0,0.15,43.64,0.0
157,157,13,100,0.059090909090909,0.15,107.92,9.413590195727908
158,158,13,100,0.1181818181818181,0.15,100.92,16.70877383741012
159,159,13,100,0.1772727272727272,0.15,95.14,27.499792447711595
160,160,13,100,0.2363636363636363,0.15,94.32,47.304036007080974
161,161,13,100,0.2954545454545454,0.15,89.64,38.78688704369205
162,162,13,100,0.3545454545454545,0.15,90.98,55.00901616823056
163,163,13,53,0.4136363636363636,0.15,90.32,70.38082894693432
164,164,13,45,0.4727272727272727,0.15,109.11111111111111,103.2187713142422
165,165,13,12,0.5318181818181819,0.15,227.91666666666663,117.52358442201049
166,166,13,11,0.5909090909090909,0.15,242.63636363636363,110.29461658059508
167,167,14,100,0.0,0.15,51.72,0.0
168,168,13,100,0.65,0.15,93.12,68.49358339097479
169,169,14,100,0.059090909090909,0.15,105.28,5.60449708525903
170,170,14,100,0.1181818181818181,0.15,103.64,18.174064194891496
171,171,14,100,0.2363636363636363,0.15,89.78,51.620157310134864
172,172,14,100,0.1772727272727272,0.15,101.2,21.38731783025157
173,173,14,100,0.3545454545454545,0.15,85.44,55.37083546675569
174,174,14,14,0.4136363636363636,0.15,193.07142857142856,107.28385458985942
175,175,14,100,0.2954545454545454,0.15,94.66,70.10914839492503
176,176,14,14,0.5318181818181819,0.15,196.5,108.39532063942694
177,177,14,12,0.5909090909090909,0.15,226.66666666666663,117.79499460942016
178,178,14,12,0.65,0.15,222.66666666666663,143.7995118825976
179,179,14,100,0.4727272727272727,0.15,83.14,76.27197321336592
180,180,15,100,0.0,0.15,46.6,0.0
181,181,15,100,0.059090909090909,0.15,106.08,7.51939283794007
182,182,15,100,0.1181818181818181,0.15,101.94,19.502748603044623
183,183,15,100,0.1772727272727272,0.15,99.04,30.88811674422574
184,184,15,100,0.2363636363636363,0.15,93.52,39.67606588248921
185,185,15,100,0.2954545454545454,0.15,87.58,45.11512587674132
186,186,15,100,0.3545454545454545,0.15,86.02,73.18404733343868
187,187,15,100,0.4136363636363636,0.15,58.28,64.09214865921659
188,188,15,100,0.4727272727272727,0.15,91.28,53.894440909549125
189,189,15,13,0.5318181818181819,0.15,204.84615384615384,120.30567256365724
190,190,15,16,0.5909090909090909,0.15,167.8125,137.87150118782782
191,191,15,100,0.65,0.15,43.54,54.29713214186379
192,192,16,100,0.0,0.15,50.22,0.0
193,193,16,100,0.059090909090909,0.15,106.78,8.916737280731544
194,194,16,100,0.1181818181818181,0.15,102.02,17.102890936115248
195,195,16,100,0.1772727272727272,0.15,96.02,25.733695429933256
196,196,16,100,0.2363636363636363,0.15,99.46,36.907236755484696
197,197,16,100,0.2954545454545454,0.15,89.3,51.455190591540045
198,198,16,15,0.4136363636363636,0.15,188.06666666666663,104.61256477922514
199,199,16,100,0.3545454545454545,0.15,80.08,75.10553395348325
200,200,16,13,0.4727272727272727,0.15,202.0,86.23972415573179
