,RunId,iteration,Step,reproduce_prob,growback_factor,Average,Oscillation
46,240,3,100,0.35,0.15,87.0,63.40906667707917
47,241,3,100,0.3999999999999999,0.15,93.9,54.28605867738326
48,242,3,13,0.4999999999999999,0.15,203.92307692307693,100.4916016825654
49,243,3,100,0.4499999999999999,0.15,83.08,62.59376706793992
50,244,3,13,0.5499999999999999,0.15,204.3846153846154,125.25384654609245
51,245,4,100,0.0,0.15,46.94,0.0
52,246,3,74,0.6,0.15,84.12,75.66193173978643
53,247,4,100,0.0499999999999999,0.15,106.32,8.485677639676446
54,248,4,100,0.0999999999999999,0.15,103.06,11.686619018070418
55,249,4,100,0.1999999999999999,0.15,96.16,29.17363383354504
56,250,4,100,0.15,0.15,99.8,18.351893193269657
57,251,4,100,0.2499999999999999,0.15,93.7,54.3397877479771
58,252,4,100,0.3,0.15,95.8,49.13519345760037
59,253,4,15,0.3999999999999999,0.15,178.93333333333334,90.40866567420694
60,254,4,83,0.35,0.15,86.44,64.50631935146782
61,255,4,97,0.4499999999999999,0.15,84.9,61.359634432161066
62,256,4,100,0.4999999999999999,0.15,81.74,61.732993410688
63,257,4,12,0.6,0.15,223.0,125.43831377028992
64,258,4,100,0.5499999999999999,0.15,89.8,71.00018235917506
65,259,5,100,0.0,0.15,43.72,0.0
66,260,5,100,0.0499999999999999,0.15,104.6,8.225784438187391
67,261,5,100,0.0999999999999999,0.15,100.4,12.345111937941686
68,262,5,100,0.15,0.15,95.88,22.71335680043516
69,263,5,100,0.1999999999999999,0.15,100.44,23.034182981416485
70,264,5,100,0.2499999999999999,0.15,93.52,43.93197154188702
71,265,5,100,0.3,0.15,86.06,44.91871450204491
72,266,5,100,0.35,0.15,90.52,81.37781720075911
73,267,5,100,0.3999999999999999,0.15,66.2,62.938929287366285
74,268,5,17,0.4499999999999999,0.15,157.76470588235293,103.99433546344082
75,269,5,12,0.4999999999999999,0.15,231.0,106.56290953127436
76,270,5,13,0.6,0.15,204.23076923076923,129.66360869797347
77,271,5,73,0.5499999999999999,0.15,83.78,70.29473862958932
78,272,6,100,0.0,0.15,44.58,0.0
79,273,6,100,0.0499999999999999,0.15,112.34,13.620370550087324
80,274,6,100,0.0999999999999999,0.15,102.86,9.024082077791938
81,275,6,100,0.15,0.15,94.44,23.09417333840421
82,276,6,100,0.1999999999999999,0.15,102.34,31.45483205851714
83,277,6,100,0.2499999999999999,0.15,88.94,43.27924797123751
84,278,6,100,0.3,0.15,87.74,53.756657592292825
85,279,6,17,0.3999999999999999,0.15,158.64705882352942,88.55857361040232
86,280,6,100,0.35,0.15,87.06,81.18659120990891
87,281,6,12,0.4999999999999999,0.15,224.16666666666663,129.9752051605597
88,282,6,100,0.4499999999999999,0.15,53.0,63.42761825389116
89,283,6,10,0.5499999999999999,0.15,277.3,113.09944259519548
90,284,6,16,0.6,0.15,159.4375,116.34757598691716
91,285,7,100,0.0,0.15,46.22,0.0
92,286,7,100,0.0499999999999999,0.15,109.02,8.125700902984216
93,287,7,100,0.0999999999999999,0.15,99.92,16.95683987239788
94,288,7,100,0.15,0.15,95.86,20.24416049916262
95,289,7,100,0.1999999999999999,0.15,95.22,28.71872107965811
96,290,7,100,0.2499999999999999,0.15,91.3,33.58549889512641
97,291,7,100,0.3,0.15,85.68,55.728216755016376
98,292,7,100,0.35,0.15,90.86,58.388233205942754
99,293,7,100,0.3999999999999999,0.15,86.98,72.13531072492593
100,294,7,15,0.4999999999999999,0.15,181.6,115.48471047591848
101,295,7,100,0.4499999999999999,0.15,72.04,75.6743025660182
102,296,7,15,0.5499999999999999,0.15,170.26666666666668,111.44740808964085
103,297,7,11,0.6,0.15,248.8181818181818,127.1152220365978
104,298,8,100,0.0,0.15,45.12,0.0
105,299,8,100,0.0499999999999999,0.15,106.62,7.809998392372821
106,300,8,100,0.0999999999999999,0.15,100.1,13.798022996642514
107,301,8,100,0.15,0.15,99.08,18.704654818744853
108,302,8,100,0.1999999999999999,0.15,95.08,25.4681168170452
109,303,8,100,0.2499999999999999,0.15,94.58,48.85957350394892
110,304,8,100,0.3,0.15,91.86,52.41875304844656
111,305,8,100,0.35,0.15,94.88,68.23211865260625
112,306,8,100,0.3999999999999999,0.15,38.74,53.47071623154312
113,307,8,51,0.4999999999999999,0.15,94.76,80.0684628222938
114,308,8,100,0.4499999999999999,0.15,85.08,64.61143923318649
115,309,8,12,0.6,0.15,219.83333333333331,112.12643615608646
116,310,8,100,0.5499999999999999,0.15,63.88,58.45843635928862
117,311,9,100,0.0,0.15,52.32,0.0
118,312,9,100,0.0499999999999999,0.15,109.62,7.332553327490756
119,313,9,100,0.0999999999999999,0.15,97.5,14.58796737206997
120,314,9,100,0.15,0.15,98.44,28.76867464652785
121,315,9,100,0.1999999999999999,0.15,98.08,43.91973908042681
122,316,9,100,0.2499999999999999,0.15,80.42,49.95116734744518
123,317,9,100,0.3,0.15,93.3,46.64509452698691
124,318,9,100,0.35,0.15,80.64,70.12091842418768
125,319,9,100,0.3999999999999999,0.15,89.54,59.159966480520346
126,320,9,100,0.4499999999999999,0.15,58.68,61.03488132037064
127,321,9,48,0.4999999999999999,0.15,97.91666666666669,77.28352639841772
128,322,9,14,0.6,0.15,186.07142857142856,133.3943457449333
129,323,9,69,0.5499999999999999,0.15,83.24,79.83286692025898
130,324,10,100,0.0,0.15,46.06,0.0
131,325,10,100,0.0499999999999999,0.15,105.9,9.335087328003135
132,326,10,100,0.0999999999999999,0.15,103.18,11.8189588429193
133,327,10,100,0.15,0.15,97.26,28.937525747219397
134,328,10,100,0.1999999999999999,0.15,99.3,22.853522854969967
135,329,10,100,0.2499999999999999,0.15,96.3,52.12468430293588
136,330,10,100,0.3,0.15,87.74,65.1802123193586
137,331,10,100,0.35,0.15,70.82,64.15466194553844
138,332,10,100,0.4499999999999999,0.15,43.0,45.22993977133308
139,333,10,100,0.3999999999999999,0.15,60.52,63.867057509184725
140,334,10,13,0.5499999999999999,0.15,211.7692307692308,98.19744986079708
141,335,10,13,0.6,0.15,197.92307692307693,117.01549412218422
142,336,11,100,0.0,0.15,45.72,0.0
143,337,10,100,0.4999999999999999,0.15,93.14,51.41233825852393
144,338,11,100,0.0499999999999999,0.15,111.7,6.718213428588038
145,339,11,100,0.0999999999999999,0.15,98.42,12.71862585192851
